"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"2024"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Total";"Arroz (em casca)";"Maçã";"Milho (em grão)";"Soja (em grão)"
"MU";"4214409";"Rio das Antas (SC)";"6001";"-";"125";"2750";"2400"
"MU";"4214508";"Rio do Campo (SC)";"6854";"1500";"-";"1700";"2000"
"MU";"4214607";"Rio do Oeste (SC)";"4421";"1315";"-";"1350";"200"
"MU";"4214706";"Rio dos Cedros (SC)";"1762";"870";"-";"183";"47"
"MU";"4214805";"Rio do Sul (SC)";"1593";"340";"-";"500";"450"
"MU";"4214904";"Rio Fortuna (SC)";"811";"-";"-";"25";"-"
"MU";"4215000";"Rio Negrinho (SC)";"12637";"-";"-";"1300";"9400"
"MU";"4215059";"Rio Rufino (SC)";"1272";"-";"80";"600";"350"
"MU";"4215075";"Riqueza (SC)";"2551";"-";"-";"1000";"800"
"MU";"4215109";"Rodeio (SC)";"1134";"610";"-";"38";"-"
"MU";"4215208";"Romelândia (SC)";"2472";"-";"-";"900";"1000"
"MU";"4215307";"Salete (SC)";"1415";"90";"-";"600";"400"
"MU";"4215356";"Saltinho (SC)";"2430";"-";"-";"300";"1500"
"MU";"4215406";"Salto Veloso (SC)";"1667";"-";"-";"1500";"70"
"MU";"4215455";"Sangão (SC)";"1766";"683";"-";"40";"-"
"MU";"4215505";"Santa Cecília (SC)";"3570";"-";"260";"110";"2840"
"MU";"4215554";"Santa Helena (SC)";"1711";"-";"-";"700";"650"
"MU";"4215604";"Santa Rosa de Lima (SC)";"137";"1";"-";"50";"-"
"MU";"4215653";"Santa Rosa do Sul (SC)";"2791";"800";"-";"130";"100"
"MU";"4215679";"Santa Terezinha (SC)";"12808";"-";"-";"2000";"5501"
"MU";"4215687";"Santa Terezinha do Progresso (SC)";"641";"-";"-";"80";"370"
"MU";"4215695";"Santiago do Sul (SC)";"2529";"-";"-";"400";"1600"
"MU";"4215703";"Santo Amaro da Imperatriz (SC)";"233";"15";"-";"10";"-"
"MU";"4215752";"São Bernardino (SC)";"2821";"-";"-";"100";"2180"
"MU";"4215802";"São Bento do Sul (SC)";"3196";"20";"-";"800";"1250"
"MU";"4215901";"São Bonifácio (SC)";"300";"3";"-";"128";"-"
"MU";"4216008";"São Carlos (SC)";"1936";"-";"-";"800";"900"
"MU";"4216057";"São Cristóvão do Sul (SC)";"1051";"-";"-";"280";"700"
"MU";"4216107";"São Domingos (SC)";"30320";"-";"-";"1050";"17200"
"MU";"4216206";"São Francisco do Sul (SC)";"140";"42";"-";"-";"-"
"MU";"4216255";"São João do Oeste (SC)";"2130";"-";"-";"1000";"900"
"MU";"4216305";"São João Batista (SC)";"789";"60";"-";"230";"-"
"MU";"4216354";"São João do Itaperiú (SC)";"3220";"1725";"-";"-";"-"
"MU";"4216404";"São João do Sul (SC)";"6169";"4159";"-";"300";"150"
"MU";"4216503";"São Joaquim (SC)";"9768";"-";"9000";"300";"-"
"MU";"4216602";"São José (SC)";"51";"-";"-";"20";"-"
"MU";"4216701";"São José do Cedro (SC)";"10444";"-";"-";"4000";"4800"
"MU";"4216800";"São José do Cerrito (SC)";"16534";"-";"6";"4000";"10200"
"MU";"4216909";"São Lourenço do Oeste (SC)";"9710";"-";"-";"1150";"6100"
"MU";"4217006";"São Ludgero (SC)";"223";"-";"-";"80";"-"
"MU";"4217105";"São Martinho (SC)";"555";"-";"-";"50";"-"
"MU";"4217154";"São Miguel da Boa Vista (SC)";"1230";"-";"-";"380";"500"
"MU";"4217204";"São Miguel do Oeste (SC)";"2982";"-";"-";"1080";"1280"
"MU";"4217253";"São Pedro de Alcântara (SC)";"273";"-";"-";"20";"-"
"MU";"4217303";"Saudades (SC)";"12018";"2";"-";"3000";"7000"
"MU";"4217402";"Schroeder (SC)";"1193";"268";"-";"105";"-"
"MU";"4217501";"Seara (SC)";"2937";"-";"-";"2000";"500"
"MU";"4217550";"Serra Alta (SC)";"3547";"-";"-";"640";"1700"
"MU";"4217600";"Siderópolis (SC)";"940";"110";"-";"270";"50"
"MU";"4217709";"Sombrio (SC)";"4989";"1340";"-";"1100";"200"
"MU";"4217758";"Sul Brasil (SC)";"1608";"3";"-";"450";"750"
"MU";"4217808";"Taió (SC)";"6565";"2000";"-";"2300";"920"
"MU";"4217907";"Tangará (SC)";"9821";"-";"80";"4700";"3500"
"MU";"4217956";"Tigrinhos (SC)";"2546";"-";"-";"550";"1150"
"MU";"4218004";"Tijucas (SC)";"2014";"1712";"-";"22";"-"
"MU";"4218103";"Timbé do Sul (SC)";"3889";"2339";"-";"630";"20"
"MU";"4218202";"Timbó (SC)";"700";"500";"-";"70";"-"
"MU";"4218251";"Timbó Grande (SC)";"1410";"-";"-";"800";"350"
"MU";"4218301";"Três Barras (SC)";"9501";"-";"-";"900";"7600"
"MU";"4218350";"Treviso (SC)";"103";"10";"-";"40";"-"
"MU";"4218400";"Treze de Maio (SC)";"3322";"1020";"-";"850";"450"
"MU";"4218509";"Treze Tílias (SC)";"2640";"-";"-";"1600";"830"
"MU";"4218608";"Trombudo Central (SC)";"1812";"58";"4";"500";"600"
"MU";"4218707";"Tubarão (SC)";"6258";"3400";"-";"1135";"1450"
"MU";"4218756";"Tunápolis (SC)";"2215";"-";"-";"500";"1400"
"MU";"4218806";"Turvo (SC)";"13960";"11850";"-";"780";"600"
"MU";"4218855";"União do Oeste (SC)";"3958";"-";"-";"650";"2000"
"MU";"4218905";"Urubici (SC)";"1956";"-";"630";"600";"90"
"MU";"4218954";"Urupema (SC)";"790";"-";"665";"30";"-"
"MU";"4219002";"Urussanga (SC)";"1685";"27";"-";"450";"55"
"MU";"4219101";"Vargeão (SC)";"7133";"-";"-";"700";"5800"
"MU";"4219150";"Vargem (SC)";"5548";"-";"-";"1550";"3450"
"MU";"4219176";"Vargem Bonita (SC)";"1811";"-";"-";"500";"1100"
"MU";"4219200";"Vidal Ramos (SC)";"5941";"-";"-";"1400";"700"
"MU";"4219309";"Videira (SC)";"8478";"-";"63";"4900";"2300"
"MU";"4219358";"Vitor Meireles (SC)";"3785";"20";"-";"1100";"650"
"MU";"4219408";"Witmarsum (SC)";"1815";"8";"-";"700";"200"
"MU";"4219507";"Xanxerê (SC)";"21568";"-";"-";"2500";"10500"
"MU";"4219606";"Xavantina (SC)";"1094";"-";"-";"570";"250"
"MU";"4219705";"Xaxim (SC)";"8134";"-";"-";"1300";"4100"
"MU";"4219853";"Zortéa (SC)";"10330";"-";"-";"500";"7250"
"MU";"4220000";"Balneário Rincão (SC)";"241";"-";"-";"3";"-"
"MU";"4300034";"Aceguá (RS)";"40973";"6760";"-";"1000";"32000"
"MU";"4300059";"Água Santa (RS)";"20885";"-";"-";"2000";"14200"
"MU";"4300109";"Agudo (RS)";"18962";"8500";"-";"3500";"1500"
"MU";"4300208";"Ajuricaba (RS)";"35211";"-";"-";"1060";"21560"
"MU";"4300307";"Alecrim (RS)";"5027";"-";"-";"1101";"2405"
"MU";"4300406";"Alegrete (RS)";"199697";"50523";"-";"4000";"120000"
"MU";"4300455";"Alegria (RS)";"12970";"-";"-";"1960";"7660"
"MU";"4300471";"Almirante Tamandaré do Sul (RS)";"23844";"-";"-";"1240";"16100"
"MU";"4300505";"Alpestre (RS)";"8340";"5";"-";"3000";"2000"
"MU";"4300554";"Alto Alegre (RS)";"9171";"-";"-";"460";"6225"
"MU";"4300570";"Alto Feliz (RS)";"577";"-";"-";"177";"-"
"MU";"4300604";"Alvorada (RS)";"162";"135";"-";"-";"25"
"MU";"4300638";"Amaral Ferrador (RS)";"9866";"223";"-";"2000";"4500"
"MU";"4300646";"Ametista do Sul (RS)";"2145";"1";"-";"600";"800"
"MU";"4300661";"André da Rocha (RS)";"16797";"-";"-";"2500";"12000"
"MU";"4300703";"Anta Gorda (RS)";"9165";"4";"-";"3900";"700"
"MU";"4300802";"Antônio Prado (RS)";"5000";"-";"215";"1700";"-"
"MU";"4300851";"Arambaré (RS)";"25334";"13580";"-";"50";"11688"
"MU";"4300877";"Araricá (RS)";"79";"-";"-";"2";"-"
"MU";"4300901";"Aratiba (RS)";"4574";"-";"-";"1100";"1800"
"MU";"4301008";"Arroio do Meio (RS)";"2500";"-";"-";"890";"1280"
"MU";"4301057";"Arroio do Sal (RS)";"316";"-";"-";"-";"300"
"MU";"4301073";"Arroio do Padre (RS)";"2408";"-";"3";"450";"650"
"MU";"4301107";"Arroio dos Ratos (RS)";"6917";"-";"-";"180";"5500"
"MU";"4301206";"Arroio do Tigre (RS)";"23737";"-";"-";"4600";"9800"
"MU";"4301305";"Arroio Grande (RS)";"93540";"31676";"-";"1640";"59460"
"MU";"4301404";"Arvorezinha (RS)";"10667";"1";"10";"1450";"1850"
"MU";"4301503";"Augusto Pestana (RS)";"28954";"-";"-";"100";"20120"
"MU";"4301552";"Áurea (RS)";"11560";"-";"-";"800";"7000"
"MU";"4301602";"Bagé (RS)";"51747";"7588";"-";"400";"42000"
"MU";"4301636";"Balneário Pinhal (RS)";"1021";"210";"-";"-";"800"
"MU";"4301651";"Barão (RS)";"1047";"1";"-";"800";"-"
"MU";"4301701";"Barão de Cotegipe (RS)";"13016";"-";"-";"3500";"7000"
"MU";"4301750";"Barão do Triunfo (RS)";"6197";"250";"-";"800";"2000"
"MU";"4301800";"Barracão (RS)";"30980";"-";"-";"2300";"26000"
"MU";"4301859";"Barra do Guarita (RS)";"2924";"-";"-";"500";"1950"
"MU";"4301875";"Barra do Quaraí (RS)";"24919";"21710";"-";"100";"3100"
"MU";"4301909";"Barra do Ribeiro (RS)";"23210";"12291";"-";"270";"9622"
"MU";"4301925";"Barra do Rio Azul (RS)";"3900";"-";"-";"1120";"1850"
"MU";"4301958";"Barra Funda (RS)";"5497";"-";"-";"315";"3515"
"MU";"4302006";"Barros Cassal (RS)";"21974";"-";"-";"2500";"15000"
"MU";"4302055";"Benjamin Constant do Sul (RS)";"3670";"1";"-";"600";"1670"
"MU";"4302105";"Bento Gonçalves (RS)";"5311";"-";"5";"100";"-"
"MU";"4302154";"Boa Vista das Missões (RS)";"29533";"3";"-";"3600";"14800"
"MU";"4302204";"Boa Vista do Buricá (RS)";"4781";"-";"-";"1500";"2350"
"MU";"4302220";"Boa Vista do Cadeado (RS)";"59556";"-";"-";"3800";"41200"
"MU";"4302238";"Boa Vista do Incra (RS)";"43181";"-";"-";"1200";"31200"
"MU";"4302253";"Boa Vista do Sul (RS)";"779";"-";"-";"550";"-"
"MU";"4302303";"Bom Jesus (RS)";"40085";"-";"2100";"9000";"15000"
"MU";"4302352";"Bom Princípio (RS)";"1223";"2";"-";"600";"-"
"MU";"4302378";"Bom Progresso (RS)";"6914";"-";"-";"700";"4400"
"MU";"4302402";"Bom Retiro do Sul (RS)";"1040";"34";"-";"200";"500"
"MU";"4302451";"Boqueirão do Leão (RS)";"8042";"3";"-";"1400";"2800"
"MU";"4302501";"Bossoroca (RS)";"69398";"-";"-";"3200";"55000"
"MU";"4302584";"Bozano (RS)";"21845";"-";"-";"390";"13880"
"MU";"4302600";"Braga (RS)";"14062";"-";"-";"1200";"8000"
"MU";"4302659";"Brochier (RS)";"1028";"2";"-";"180";"-"
"MU";"4302709";"Butiá (RS)";"15681";"450";"-";"500";"13500"
"MU";"4302808";"Caçapava do Sul (RS)";"56407";"2403";"-";"2000";"40000"
"MU";"4302907";"Cacequi (RS)";"63870";"11141";"-";"890";"41000"
"MU";"4303004";"Cachoeira do Sul (RS)";"152218";"24354";"-";"5400";"104822"
"MU";"4303103";"Cachoeirinha (RS)";"...";"...";"...";"...";"..."
"MU";"4303202";"Cacique Doble (RS)";"15071";"-";"-";"1000";"9300"
"MU";"4303301";"Caibaté (RS)";"28051";"20";"-";"3486";"15350"
"MU";"4303400";"Caiçara (RS)";"8999";"5";"-";"2000";"4200"
"MU";"4303509";"Camaquã (RS)";"76756";"31000";"-";"4860";"32000"
"MU";"4303558";"Camargo (RS)";"8658";"-";"-";"700";"6750"
"MU";"4303608";"Cambará do Sul (RS)";"1750";"-";"40";"600";"550"
"MU";"4303673";"Campestre da Serra (RS)";"11386";"-";"167";"1200";"4150"
"MU";"4303707";"Campina das Missões (RS)";"9609";"-";"1";"1615";"6000"
"MU";"4303806";"Campinas do Sul (RS)";"22660";"-";"-";"2000";"15800"
"MU";"4303905";"Campo Bom (RS)";"133";"-";"-";"30";"-"
"MU";"4304002";"Campo Novo (RS)";"21500";"-";"-";"3500";"10900"
"MU";"4304101";"Campos Borges (RS)";"13039";"-";"-";"310";"10070"
"MU";"4304200";"Candelária (RS)";"38494";"5296";"-";"5690";"19800"
"MU";"4304309";"Cândido Godói (RS)";"15710";"-";"-";"2000";"9500"
"MU";"4304358";"Candiota (RS)";"24738";"180";"-";"900";"20000"
"MU";"4304408";"Canela (RS)";"399";"-";"20";"150";"-"
"MU";"4304507";"Canguçu (RS)";"84558";"350";"-";"7200";"62000"
"MU";"4304606";"Canoas (RS)";"723";"565";"-";"-";"150"
"MU";"4304614";"Canudos do Vale (RS)";"641";"-";"-";"300";"-"
"MU";"4304622";"Capão Bonito do Sul (RS)";"33327";"-";"-";"3200";"26000"
"MU";"4304630";"Capão da Canoa (RS)";"15";"-";"-";"7";"-"
"MU";"4304655";"Capão do Cipó (RS)";"82386";"-";"-";"1240";"63900"
"MU";"4304663";"Capão do Leão (RS)";"17237";"5868";"-";"150";"11000"
"MU";"4304671";"Capivari do Sul (RS)";"16703";"7759";"-";"35";"8900"
"MU";"4304689";"Capela de Santana (RS)";"2852";"1712";"-";"90";"800"
"MU";"4304697";"Capitão (RS)";"167";"-";"-";"35";"-"
"MU";"4304705";"Carazinho (RS)";"50682";"-";"-";"3070";"40320"
"MU";"4304713";"Caraá (RS)";"2279";"177";"-";"800";"60"
"MU";"4304804";"Carlos Barbosa (RS)";"1319";"-";"-";"960";"-"
"MU";"4304853";"Carlos Gomes (RS)";"5907";"2";"-";"1000";"3600"
"MU";"4304903";"Casca (RS)";"15075";"-";"-";"3000";"9000"
"MU";"4304952";"Caseiros (RS)";"10397";"-";"36";"800";"8200"
"MU";"4305009";"Catuípe (RS)";"56725";"-";"-";"1500";"36000"
"MU";"4305108";"Caxias do Sul (RS)";"15648";"-";"1842";"6500";"500"
"MU";"4305116";"Centenário (RS)";"11226";"-";"-";"900";"6500"
"MU";"4305124";"Cerrito (RS)";"11993";"118";"-";"600";"11000"
"MU";"4305132";"Cerro Branco (RS)";"4511";"760";"-";"620";"1430"
"MU";"4305157";"Cerro Grande (RS)";"6896";"-";"-";"1600";"3100"
"MU";"4305173";"Cerro Grande do Sul (RS)";"6804";"655";"-";"2500";"450"
"MU";"4305207";"Cerro Largo (RS)";"8819";"-";"-";"1200";"4700"
"MU";"4305306";"Chapada (RS)";"67325";"-";"-";"2500";"45000"
"MU";"4305355";"Charqueadas (RS)";"7117";"4073";"-";"40";"2875"
"MU";"4305371";"Charrua (RS)";"13959";"-";"-";"600";"10000"
"MU";"4305405";"Chiapetta (RS)";"47734";"-";"-";"3800";"29500"
"MU";"4305439";"Chuí (RS)";"8368";"3215";"-";"30";"5116"
"MU";"4305447";"Chuvisca (RS)";"7446";"6";"-";"3000";"500"
"MU";"4305454";"Cidreira (RS)";"1661";"1100";"-";"40";"500"
"MU";"4305504";"Ciríaco (RS)";"21557";"-";"-";"3500";"13000"
"MU";"4305587";"Colinas (RS)";"646";"-";"-";"50";"500"
"MU";"4305603";"Colorado (RS)";"29820";"-";"-";"1620";"18020"
"MU";"4305702";"Condor (RS)";"46064";"-";"-";"1700";"30400"
"MU";"4305801";"Constantina (RS)";"19214";"2";"-";"902";"12500"
"MU";"4305835";"Coqueiro Baixo (RS)";"390";"-";"-";"250";"40"
"MU";"4305850";"Coqueiros do Sul (RS)";"20203";"-";"-";"200";"15570"
"MU";"4305871";"Coronel Barros (RS)";"19674";"-";"-";"253";"11890"
"MU";"4305900";"Coronel Bicaco (RS)";"51452";"60";"-";"4000";"34000"
"MU";"4305934";"Coronel Pilar (RS)";"1519";"-";"-";"330";"-"
"MU";"4305959";"Cotiporã (RS)";"3528";"-";"-";"1000";"420"
"MU";"4305975";"Coxilha (RS)";"46757";"-";"-";"3000";"32000"
"MU";"4306007";"Crissiumal (RS)";"24831";"-";"-";"3280";"13500"
"MU";"4306056";"Cristal (RS)";"22527";"3600";"-";"700";"17000"
"MU";"4306072";"Cristal do Sul (RS)";"8309";"1";"-";"1900";"4980"
"MU";"4306106";"Cruz Alta (RS)";"138417";"-";"-";"10000";"92400"
"MU";"4306130";"Cruzaltense (RS)";"12641";"-";"-";"1300";"7750"
"MU";"4306205";"Cruzeiro do Sul (RS)";"7118";"610";"-";"1350";"3650"
"MU";"4306304";"David Canabarro (RS)";"10478";"-";"-";"3000";"5500"
"MU";"4306320";"Derrubadas (RS)";"20044";"-";"-";"3500";"10000"
"MU";"4306353";"Dezesseis de Novembro (RS)";"2862";"-";"-";"425";"1690"
"MU";"4306379";"Dilermando de Aguiar (RS)";"35113";"2200";"-";"350";"29000"
"MU";"4306403";"Dois Irmãos (RS)";"392";"-";"-";"100";"-"
"MU";"4306429";"Dois Irmãos das Missões (RS)";"24035";"-";"-";"2000";"15500"
"MU";"4306452";"Dois Lajeados (RS)";"3158";"-";"-";"950";"1200"
"MU";"4306502";"Dom Feliciano (RS)";"19741";"12";"-";"6500";"5000"
"MU";"4306551";"Dom Pedro de Alcântara (RS)";"965";"170";"-";"-";"-"
"MU";"4306601";"Dom Pedrito (RS)";"159063";"36063";"5";"2450";"120000"
"MU";"4306700";"Dona Francisca (RS)";"3754";"2350";"-";"320";"720"
"MU";"4306734";"Doutor Maurício Cardoso (RS)";"28199";"-";"-";"6530";"13780"
"MU";"4306759";"Doutor Ricardo (RS)";"1615";"-";"-";"1000";"200"
"MU";"4306767";"Eldorado do Sul (RS)";"15436";"11564";"-";"80";"3500"
"MU";"4306809";"Encantado (RS)";"1301";"-";"-";"650";"400"
"MU";"4306908";"Encruzilhada do Sul (RS)";"65758";"690";"5";"2500";"53000"
"MU";"4306924";"Engenho Velho (RS)";"5277";"-";"-";"300";"3500"
"MU";"4306932";"Entre-Ijuís (RS)";"61665";"-";"-";"4312";"35098"
"MU";"4306957";"Entre Rios do Sul (RS)";"8582";"-";"-";"400";"5500"
"MU";"4306973";"Erebango (RS)";"15559";"2";"-";"400";"11000"
"MU";"4307005";"Erechim (RS)";"14675";"-";"-";"1400";"10100"
"MU";"4307054";"Ernestina (RS)";"22015";"-";"-";"200";"17250"
"MU";"4307104";"Herval (RS)";"23215";"160";"-";"1300";"21000"
"MU";"4307203";"Erval Grande (RS)";"5393";"2";"-";"400";"4000"
"MU";"4307302";"Erval Seco (RS)";"29029";"-";"-";"3700";"15800"
"MU";"4307401";"Esmeralda (RS)";"47570";"-";"10";"5200";"32000"
"MU";"4307450";"Esperança do Sul (RS)";"8680";"-";"-";"1700";"5000"
"MU";"4307500";"Espumoso (RS)";"76161";"-";"-";"1200";"52000"
"MU";"4307559";"Estação (RS)";"8621";"-";"-";"300";"5900"
"MU";"4307609";"Estância Velha (RS)";"142";"-";"-";"60";"-"
"MU";"4307708";"Esteio (RS)";"430";"430";"-";"-";"-"
"MU";"4307807";"Estrela (RS)";"4390";"-";"-";"900";"2500"
"MU";"4307815";"Estrela Velha (RS)";"19097";"-";"-";"850";"13150"
"MU";"4307831";"Eugênio de Castro (RS)";"48854";"-";"-";"3320";"29500"
"MU";"4307864";"Fagundes Varela (RS)";"3649";"-";"1";"1400";"1300"
"MU";"4307906";"Farroupilha (RS)";"6710";"-";"42";"1600";"-"
"MU";"4308003";"Faxinal do Soturno (RS)";"4631";"1900";"-";"280";"1900"
"MU";"4308052";"Faxinalzinho (RS)";"8182";"-";"-";"600";"6500"
"MU";"4308078";"Fazenda Vilanova (RS)";"1325";"-";"-";"400";"600"
"MU";"4308102";"Feliz (RS)";"433";"-";"-";"120";"-"
"MU";"4308201";"Flores da Cunha (RS)";"6223";"-";"15";"400";"10"
"MU";"4308250";"Floriano Peixoto (RS)";"9225";"-";"-";"700";"7000"
"MU";"4308300";"Fontoura Xavier (RS)";"9716";"-";"-";"900";"5000"
"MU";"4308409";"Formigueiro (RS)";"22390";"7500";"-";"650";"14000"
"MU";"4308433";"Forquetinha (RS)";"1158";"-";"-";"550";"500"
"MU";"4308458";"Fortaleza dos Valos (RS)";"50270";"-";"-";"2200";"36000"
"MU";"4308508";"Frederico Westphalen (RS)";"14217";"2";"-";"3000";"7800"
"MU";"4308607";"Garibaldi (RS)";"3110";"-";"-";"450";"-"
"MU";"4308656";"Garruchos (RS)";"28365";"45";"-";"2186";"20350"
"MU";"4308706";"Gaurama (RS)";"12040";"1";"-";"1700";"7500"
"MU";"4308805";"General Câmara (RS)";"18808";"1825";"-";"2500";"11000"
"MU";"4308854";"Gentil (RS)";"12244";"-";"-";"400";"10500"
"MU";"4308904";"Getúlio Vargas (RS)";"24618";"-";"-";"3000";"15000"
"MU";"4309001";"Giruá (RS)";"107601";"-";"-";"7000";"62000"
"MU";"4309050";"Glorinha (RS)";"4404";"979";"-";"90";"3150"
"MU";"4309100";"Gramado (RS)";"948";"-";"5";"630";"-"
"MU";"4309126";"Gramado dos Loureiros (RS)";"8284";"-";"-";"650";"6100"
"MU";"4309159";"Gramado Xavier (RS)";"8598";"5";"-";"1500";"4800"
"MU";"4309209";"Gravataí (RS)";"1565";"520";"-";"150";"810"
"MU";"4309258";"Guabiju (RS)";"8424";"-";"-";"1500";"6000"
"MU";"4309308";"Guaíba (RS)";"6815";"3988";"-";"300";"1837"
"MU";"4309407";"Guaporé (RS)";"8281";"-";"-";"2500";"4000"
"MU";"4309506";"Guarani das Missões (RS)";"26415";"-";"-";"2750";"15010"
"MU";"4309555";"Harmonia (RS)";"1563";"-";"-";"70";"-"
"MU";"4309571";"Herveiras (RS)";"2884";"-";"-";"450";"780"
"MU";"4309605";"Horizontina (RS)";"20526";"-";"-";"3150";"12000"
"MU";"4309654";"Hulha Negra (RS)";"20179";"392";"-";"1562";"16500"
"MU";"4309704";"Humaitá (RS)";"13619";"-";"-";"1350";"7150"
"MU";"4309753";"Ibarama (RS)";"6637";"5";"-";"2000";"1300"
"MU";"4309803";"Ibiaçá (RS)";"31375";"-";"-";"4000";"20000"
"MU";"4309902";"Ibiraiaras (RS)";"19290";"-";"-";"3200";"12000"
"MU";"4309951";"Ibirapuitã (RS)";"23510";"-";"-";"250";"17000"
"MU";"4310009";"Ibirubá (RS)";"62890";"-";"-";"2000";"44200"
"MU";"4310108";"Igrejinha (RS)";"198";"-";"-";"40";"16"
"MU";"4310207";"Ijuí (RS)";"61306";"-";"-";"650";"40700"
"MU";"4310306";"Ilópolis (RS)";"7320";"2";"-";"900";"80"
"MU";"4310330";"Imbé (RS)";"152";"-";"-";"-";"150"
"MU";"4310363";"Imigrante (RS)";"413";"-";"-";"100";"120"
"MU";"4310405";"Independência (RS)";"39185";"-";"-";"5600";"22000"
"MU";"4310413";"Inhacorá (RS)";"13588";"-";"-";"1350";"7200"
"MU";"4310439";"Ipê (RS)";"12364";"-";"428";"2800";"7700"
"MU";"4310462";"Ipiranga do Sul (RS)";"18741";"-";"-";"1042";"10560"
"MU";"4310504";"Iraí (RS)";"9930";"1";"-";"1500";"5500"
"MU";"4310538";"Itaara (RS)";"3893";"-";"-";"420";"3100"
"MU";"4310553";"Itacurubi (RS)";"33590";"510";"-";"1404";"25850"
"MU";"4310579";"Itapuca (RS)";"8998";"-";"-";"750";"6000"
"MU";"4310603";"Itaqui (RS)";"137381";"57280";"-";"15000";"50000"
"MU";"4310652";"Itati (RS)";"546";"-";"-";"15";"-"
"MU";"4310702";"Itatiba do Sul (RS)";"4461";"-";"-";"1500";"1100"
"MU";"4310751";"Ivorá (RS)";"5860";"28";"-";"600";"4000"
"MU";"4310801";"Ivoti (RS)";"323";"-";"-";"120";"-"
"MU";"4310850";"Jaboticaba (RS)";"14009";"-";"-";"1000";"6300"
"MU";"4310876";"Jacuizinho (RS)";"27301";"-";"2";"850";"18200"
"MU";"4310900";"Jacutinga (RS)";"17998";"-";"-";"1750";"12000"
"MU";"4311007";"Jaguarão (RS)";"64165";"16452";"-";"600";"45000"
"MU";"4311106";"Jaguari (RS)";"19955";"2060";"-";"1450";"13800"
"MU";"4311122";"Jaquirana (RS)";"1321";"-";"85";"450";"670"
"MU";"4311130";"Jari (RS)";"69280";"-";"-";"1700";"54000"
"MU";"4311155";"Jóia (RS)";"120232";"2";"-";"3100";"82900"
"MU";"4311205";"Júlio de Castilhos (RS)";"128052";"-";"-";"3500";"104200"
"MU";"4311239";"Lagoa Bonita do Sul (RS)";"3761";"-";"-";"400";"1811"
"MU";"4311254";"Lagoão (RS)";"15179";"-";"-";"1728";"8500"
"MU";"4311270";"Lagoa dos Três Cantos (RS)";"13220";"-";"-";"680";"9720"
"MU";"4311304";"Lagoa Vermelha (RS)";"68721";"-";"73";"7000";"49000"
"MU";"4311403";"Lajeado (RS)";"1331";"-";"-";"400";"650"
"MU";"4311429";"Lajeado do Bugre (RS)";"6420";"-";"-";"1000";"3000"
"MU";"4311502";"Lavras do Sul (RS)";"62227";"2819";"-";"200";"50000"
"MU";"4311601";"Liberato Salzano (RS)";"13756";"-";"-";"1100";"7450"
"MU";"4311627";"Lindolfo Collor (RS)";"403";"-";"-";"150";"-"
"MU";"4311643";"Linha Nova (RS)";"287";"1";"-";"100";"-"
"MU";"4311700";"Machadinho (RS)";"20154";"-";"-";"1100";"12600"
"MU";"4311718";"Maçambará (RS)";"106027";"17131";"-";"2500";"61500"
"MU";"4311734";"Mampituba (RS)";"4179";"1190";"-";"180";"-"
"MU";"4311759";"Manoel Viana (RS)";"81920";"2151";"-";"6500";"55000"
"MU";"4311775";"Maquiné (RS)";"2160";"250";"-";"750";"150"
"MU";"4311791";"Maratá (RS)";"537";"-";"-";"50";"-"
"MU";"4311809";"Marau (RS)";"50422";"-";"-";"2650";"39500"
"MU";"4311908";"Marcelino Ramos (RS)";"10086";"-";"-";"2300";"5500"
"MU";"4311981";"Mariana Pimentel (RS)";"5512";"900";"-";"600";"1000"
"MU";"4312005";"Mariano Moro (RS)";"3688";"-";"-";"1000";"1800"
"MU";"4312054";"Marques de Souza (RS)";"1307";"-";"-";"500";"360"
"MU";"4312104";"Mata (RS)";"8917";"2053";"-";"1540";"3500"
"MU";"4312138";"Mato Castelhano (RS)";"14043";"1";"-";"600";"11000"
"MU";"4312153";"Mato Leitão (RS)";"2694";"-";"-";"1500";"700"
"MU";"4312179";"Mato Queimado (RS)";"9987";"-";"-";"1200";"6370"
"MU";"4312203";"Maximiliano de Almeida (RS)";"13012";"-";"-";"800";"8150"
"MU";"4312252";"Minas do Leão (RS)";"16395";"1350";"-";"800";"12500"
"MU";"4312302";"Miraguaí (RS)";"8713";"-";"-";"700";"5400"
"MU";"4312351";"Montauri (RS)";"5146";"-";"-";"1000";"3300"
"MU";"4312377";"Monte Alegre dos Campos (RS)";"5852";"-";"840";"340";"2800"
"MU";"4312385";"Monte Belo do Sul (RS)";"2560";"-";"-";"60";"-"
"MU";"4312401";"Montenegro (RS)";"5120";"500";"-";"550";"160"
"MU";"4312427";"Mormaço (RS)";"10563";"-";"-";"150";"8000"
"MU";"4312443";"Morrinhos do Sul (RS)";"4581";"1310";"-";"40";"10"
"MU";"4312450";"Morro Redondo (RS)";"3828";"-";"-";"600";"2500"
"MU";"4312476";"Morro Reuter (RS)";"812";"3";"-";"400";"-"
